308	R69	708
310	R75	709
710	R28	158
711	R7	712
713	R17	243
714	R27	715
716	R38	717
718	R38	719
720	R19	721
722	R19	723
724	R19	725
18	R9	726
727	R97	728
729	R20	730
731	R8	732
733	R15	734
138	R75	735
487	R51	160
736	R113	737
738	R30	739
740	R37	741
742	R32	743
744	R114	745
746	R115	747
748	R23	57
749	R3	750
751	R71	752
753	R109	754
755	R48	32
756	R22	757
758	R19	759
139	R75	760
602	R31	163
761	R116	762
346	R3	763
764	R40	765
766	R3	767
768	R85	434
769	R85	434
770	R117	771
687	R38	772
773	R118	774
775	R19	776
777	R59	778
779	R103	780
781	R101	782
783	R119	784
785	R28	622
786	R35	787
788	R17	789
772	R106	592
790	R120	791
138	R42	792
793	R9	138
794	R18	795
796	R32	797
798	R60	90
799	R17	800
801	R3	802
803	R77	804
112	R7	805
85	R8	806
807	R109	808
153	R47	355
809	R17	215
810	R121	811
748	R122	812
813	R40	814
232	R10	65
815	R13	816
817	R17	818
819	R8	820
821	R58	822
823	R94	824
825	R11	23
826	R7	26
827	R20	828
829	R43	384
830	R48	32
831	R20	832
833	R13	834
835	R24	836
837	R30	838
839	R7	840
841	R68	842
428	R13	92
843	R31	844
845	R2	846
847	R123	848
849	R8	850
693	R47	851
852	R13	853
854	R58	855
856	R5	9
857	R64	858
155	R28	32
859	R21	860
861	R17	862
863	R47	864
865	R106	866
867	R29	331
868	R84	869
870	R17	871
872	R124	873
874	R14	160
285	R7	875
593	R22	876
877	R14	878
879	R71	880
881	R19	882
883	R15	884
885	R17	871
886	R19	887
888	R3	256
597	R92	889
890	R23	891
892	R7	893
894	R6	895
896	R20	897
898	R84	899
598	R7	900
901	R14	160
124	R42	902
903	R31	136
904	R38	905
906	R26	907
908	R7	909
910	R65	627
911	R125	321
574	R10	912
913	R4	9
914	R5	399
236	R63	915
916	R47	917
918	R126	919
920	R43	384
921	R3	385
922	R127	226
923	R128	924
925	R95	926
927	R129	90
928	R19	929
930	R56	930
197	R30	931
280	R17	862
932	R13	158
933	R24	934
935	R10	936
937	R130	938
939	R3	940
941	R12	942
929	R7	943
944	R29	945
946	R5	399
947	R76	948
601	R47	949
950	R20	951
952	R19	550
953	R106	954
569	R30	955
956	R84	957
598	R7	958
959	R19	578
960	R35	961
962	R131	274
963	R132	964
582	R58	965
966	R17	967
968	R75	969
970	R43	384
971	R13	640
972	R22	973
974	R101	975
976	R133	382
977	R48	32
978	R50	979
980	R96	981
982	R7	983
984	R134	985
449	R15	986
987	R108	90
628	R9	985
323	R8	988
989	R26	990
991	R19	467
992	R13	993
994	R29	158
995	R71	996
997	R28	449
998	R19	999
128	R8	1000
100	R38	276
1001	R17	1002
19	R75	211
383	R6	1003
1004	R86	1005
810	R121	1006
1007	R66	1008
1009	R8	1010
268	R32	1011
715	R8	255
1012	R27	1013
1014	R37	1015
1016	R19	1017
908	R7	1018
1019	R89	1020
1021	R13	1022
1023	R8	1024
1025	R45	1026
1027	R6	1028
1029	R34	90
1030	R85	434
210	R9	1031
1032	R66	1033
1034	R135	382
1035	R136	106
1036	R14	160
1037	R22	1038
1039	R8	1040
327	R7	1041
570	R75	1042
1043	R127	1044
1045	R28	1046
4	R2	1047
1048	R19	1049
1050	R24	1051
1052	R21	1053
1054	R47	1055
1056	R117	1057
1058	R73	1059
1041	R30	1060
1061	R19	1062
441	R32	1063
1064	R24	1065
235	R15	1066
749	R38	455
317	R8	750
1067	R8	1068
1069	R13	274
1070	R19	1071
1072	R30	356
1073	R137	1074
1075	R13	993
1076	R134	570
1077	R97	1078
1079	R13	1080
1081	R27	1082
1083	R75	1084
1085	R138	1086
1087	R139	90
1088	R58	1089
1090	R108	90
997	R13	816
853	R72	1091
1092	R21	1093
1094	R12	1095
1096	R41	124
1097	R26	1098
1099	R110	494
1100	R85	434
1101	R19	1102
1103	R8	1104
1105	R3	1106
1107	R13	1080
1108	R134	211
1109	R34	90
382	R15	1110
117	R130	1111
1112	R12	1113
1114	R3	268
1115	R8	30
32	R87	1116
1117	R137	1118
1119	R89	1120
1121	R7	1122
1123	R48	1124
1125	R30	1126
1127	R47	1128
1046	R118	774
1129	R31	1130
740	R37	1131
1132	R31	163
1133	R15	1134
1135	R41	480
1136	R19	1137
1138	R48	32
32	R87	1139
1140	R140	1141
1142	R141	1143
1144	R42	1145
1146	R14	29
1147	R19	1148
1149	R36	771
1150	R66	1151
1152	R8	1153
1154	R3	1155
1156	R4	11
1157	R17	1002
1158	R142	1159
1160	R143	1161
1162	R29	1163
1164	R144	705
119	R15	1165
37	R8	663
1166	R66	1167
1096	R17	1168
1169	R5	399
1170	R10	1171
95	R18	1172
1173	R31	163
1174	R19	559
1175	R31	844
1176	R17	818
1177	R89	1178
598	R7	1179
1180	R38	1181
1182	R24	1183
1184	R47	1185
1186	R43	141
1187	R17	131
894	R8	1188
1189	R20	1190
1191	R17	1192
1193	R6	1194
1195	R136	1196
1197	R19	1198
1199	R89	1200
356	R7	1201
1202	R145	1203
1204	R120	791
1205	R45	1206
1207	R3	1208
1209	R6	1210
201	R31	1211
1212	R8	1213
1044	R15	1214
1215	R134	212
1216	R48	32
382	R15	1217
13	R13	622
1218	R66	1219
985	R92	1220
343	R4	11
264	R20	1221
1222	R32	1223
1224	R8	1225
1226	R6	1227
722	R8	673
1228	R11	23
1229	R28	637
673	R8	1230
1231	R71	1232
1233	R14	160
1234	R15	1235
555	R68	1236
1237	R7	1238
1239	R17	818
1240	R57	1241
1242	R1	1243
1244	R75	1245
1246	R95	926
1247	R146	1247
1248	R10	1249
1250	R7	1251
1252	R100	160
1253	R71	1254
1255	R14	585
1256	R103	1257
1258	R13	119
1259	R13	1260
1261	R34	90
1262	R147	382
1263	R148	1264
1265	R3	1266
1267	R17	1002
1268	R13	1269
1270	R117	771
1271	R92	1272
1273	R50	1274
1275	R13	1276
1277	R9	1278
619	R38	1279
900	R13	1280
236	R63	1281
1282	R86	1283
1284	R10	1285
1286	R13	32
1287	R9	480
675	R8	1288
1289	R4	9
1290	R8	683
1291	R6	1292
1293	R116	1294
1295	R13	75
1296	R44	1297
1298	R31	4
1299	R120	791
382	R15	976
726	R9	1300
1301	R13	1302
1303	R13	1304
1305	R48	382
1280	R23	57
1306	R149	1307
1308	R66	1309
1310	R124	1311
1312	R31	1313
469	R115	747
306	R17	818
1314	R2	462
1315	R115	747
367	R3	395
1316	R85	434
1317	R81	1317
1318	R8	1319
1320	R117	1321
1322	R13	32
1323	R89	1324
1325	R85	434
1326	R39	1327
65	R27	1328
1329	R26	1098
1330	R112	1331
1332	R17	1333
1334	R6	1335
1336	R3	1337
985	R42	1338
1339	R13	1340
1341	R8	1342
1343	R150	330
1344	R145	1345
1346	R76	1347
1348	R17	862
1300	R57	1240
1080	R2	1349
1350	R12	1351
1352	R8	1353
1354	R25	62
1355	R13	27
1356	R27	1357
1358	R20	1359
1360	R29	1361
1362	R3	1070
1363	R25	62
1364	R38	1365
1366	R41	480
79	R3	1367
1368	R47	1369
1370	R77	1371
1372	R25	62
1373	R151	32
1374	R20	1375
138	R75	1376
1377	R71	279
1378	R36	1321
944	R29	1379
1380	R142	1381
1382	R17	1383
101	R12	1384
1385	R41	1144
1386	R10	579
1387	R38	1388
1389	R7	1390
1391	R25	62
1392	R66	1393
236	R37	1394
396	R8	66
1395	R21	1396
1397	R106	43
159	R26	990
919	R41	138
1398	R43	141
1399	R14	29
1400	R121	1401
1402	R48	32
1127	R10	1403
1404	R13	1405
17	R8	16
1406	R46	1407
1408	R77	1409
382	R72	1410
236	R63	1411
1412	R152	1413
1414	R17	1415
1416	R22	1417
1164	R69	1418
1419	R153	1420
1421	R83	540
1422	R48	32
1423	R82	1424
1425	R31	1426
1427	R4	399
1428	R31	844
721	R47	1352
1429	R25	62
1430	R38	1431
1432	R96	1433
492	R8	1434
1435	R108	90
1436	R154	1437
1438	R117	937
1439	R86	441
1440	R8	106
1441	R74	1442
1443	R28	1080
1444	R39	1445
139	R9	1446
1447	R25	62
1448	R148	1449
1450	R3	1451
1452	R1	1453
593	R22	722
1454	R42	1455
1456	R39	1457
1458	R127	1044
570	R42	1459
963	R25	62
444	R15	1460
1461	R75	1462
1463	R5	399
236	R44	1464
1465	R85	434
1466	R101	1467
1468	R19	1469
1470	R38	1350
1471	R6	1472
1473	R48	382
1474	R61	521
1475	R17	243
1476	R8	1477
1478	R15	1479
1480	R101	1481
1482	R48	32
212	R92	1483
1484	R86	1485
1486	R155	1487
1488	R17	1192
1489	R7	1490
1491	R76	1492
1330	R112	1493
1494	R40	1495
1496	R15	1497
1498	R6	1499
382	R15	249
1500	R26	342
1501	R7	1210
1502	R156	1503
1504	R13	853
1505	R11	23
1506	R38	1339
1507	R11	23
1508	R3	1509
1510	R4	11
1511	R17	215
1512	R41	597
572	R30	1513
1514	R130	1515
598	R47	625
392	R66	1516
1517	R3	1208
796	R32	1518
559	R47	1519
1520	R7	1521
938	R68	273
1522	R21	1523
1524	R19	1102
1525	R31	1526
1527	R127	226
1271	R9	570
1528	R20	1529
1530	R6	1531
1532	R8	1533
53	R22	1534
1535	R3	1536
1537	R157	181
1538	R19	931
1539	R13	27
1540	R13	382
1541	R141	1542
1062	R10	1543
1544	R20	1545
1546	R92	1547
1548	R19	442
999	R7	1549
1550	R35	1551
1552	R23	57
1553	R62	1554
1555	R5	117
1556	R17	862
1557	R158	1558
1559	R27	1560
346	R3	260
1561	R25	62
1562	R15	1563
1564	R86	1005
1565	R47	282
1566	R89	1567
1568	R17	862
1132	R84	1569
1570	R17	1571
1572	R131	1573
1574	R48	1124
1575	R152	1576
1577	R15	1578
1579	R6	1564
726	R9	1278
397	R10	1171
1580	R13	449
1581	R30	356
1582	R43	141
1583	R15	1584
1585	R54	1586
938	R36	1587
1127	R10	1588
1589	R8	1590
1591	R3	667
1314	R2	1592
1593	R60	90
1594	R24	592
1595	R19	1596
106	R8	1597
1598	R26	1098
1599	R31	1600
1601	R43	141
1602	R97	1603
32	R15	1604
1147	R6	1605
1606	R86	441
280	R66	592
1607	R31	136
1130	R2	1608
1609	R8	1610
1611	R71	1612
1613	R41	735
699	R31	147
1614	R103	1615
1616	R103	1617
1618	R68	415
1619	R8	1620
1621	R19	1622
1623	R5	11
572	R14	585
1624	R64	1625
1626	R42	1627
11	R130	1628
1629	R159	1630
1631	R160	1632
1146	R31	658
434	R161	1633
775	R17	1192
657	R2	1634
1635	R107	1636
1637	R146	1637
1638	R6	1639
1640	R22	554
1641	R1	888
1642	R32	1643
1644	R19	1137
1645	R19	1646
1647	R21	1648
1649	R99	1650
1651	R106	1652
1653	R13	32
1654	R7	1655
1121	R7	1599
1656	R17	862
1657	R38	1658
1659	R6	1660
1661	R47	830
1662	R3	1663
1664	R85	1665
1666	R162	1667
663	R6	1668
829	R17	215
220	R163	1669
1670	R3	1671
1672	R2	517
1673	R79	1674
1026	R24	1675
1676	R42	1677
1678	R100	585
928	R32	1679
500	R12	1680
1681	R4	11
526	R29	1682
1683	R12	1684
1685	R164	1686
1687	R40	1688
1689	R19	1690
1691	R3	1619
598	R7	1692
1693	R13	993
917	R19	153
1694	R58	1695
1696	R44	1697
1698	R6	1699
1700	R165	1701
1702	R32	1703
1704	R13	1705
692	R8	1706
1707	R13	419
1708	R4	9
1709	R47	1710
1711	R166	90
1712	R0	1713
1714	R28	32
1715	R20	1716
1252	R8	1357
1717	R17	60
816	R72	1718
1719	R26	64
1720	R38	1399
1721	R19	908
344	R125	1722
1723	R19	1724
326	R38	874
1725	R58	1726
1727	R19	1250
154	R17	1415
886	R6	1728
1729	R17	1730
371	R7	1731
138	R92	1732
1733	R21	1734
467	R7	1735
1736	R3	1212
1737	R8	1738
1739	R20	1740
1741	R76	1742
1743	R13	1744
1745	R8	1067
1746	R137	1747
1748	R124	1749
1750	R15	1751
1752	R26	1753
1707	R30	908
1754	R59	1755
1374	R20	1048
1756	R42	1757
1758	R4	117
1759	R7	1760
1761	R100	160
1762	R24	1763
1764	R146	1764
1765	R108	924
1766	R66	1044
1767	R167	1768
1769	R38	525
1770	R82	1771
1772	R38	1667
133	R8	1773
1774	R34	90
1685	R3	1775
1776	R120	791
1777	R8	256
1778	R17	1002
1779	R85	434
1780	R12	1781
1782	R17	393
1783	R48	382
1121	R10	1784
1785	R13	1786
1787	R24	1788
1789	R15	1790
347	R20	1791
1792	R90	1793
1794	R2	1795
1796	R130	1797
1798	R17	131
1799	R101	1800
1758	R5	399
1801	R19	1802
31	R24	1803
1117	R137	1804
1805	R35	1806
1807	R19	1808
1809	R25	62
1314	R2	1810
1811	R6	1812
1813	R19	908
1814	R19	559
1353	R38	1815
1816	R20	1817
1818	R27	1819
1820	R166	90
28	R12	1821
742	R32	1822
1823	R13	993
1044	R18	1424
236	R63	1824
1825	R76	1826
1827	R7	1828
1829	R65	1830
1831	R3	1737
1832	R6	1833
1834	R57	138
1835	R18	795
1836	R13	1837
1838	R31	147
1839	R48	32
234	R13	274
1840	R27	1841
1842	R108	90
124	R75	212
1843	R31	1844
1845	R9	570
1846	R10	1356
691	R8	1847
1848	R158	1849
1850	R143	582
1851	R43	141
1852	R130	1853
1854	R8	1855
1856	R19	1857
1858	R20	1859
1860	R95	521
1861	R14	160
1862	R8	1863
1864	R12	940
1566	R89	1865
1866	R85	434
1867	R14	29
1138	R19	559
1868	R27	817
1869	R38	1870
1871	R84	1872
38	R66	1327
1873	R154	1874
114	R43	141
1875	R85	434
1876	R26	1877
1837	R23	57
1878	R6	1879
1880	R26	1881
1882	R5	9
1883	R11	490
1756	R9	506
1884	R90	1885
879	R71	1886
1887	R38	1888
1889	R6	1890
1891	R168	1080
1892	R28	32
1893	R6	1823
1894	R3	1895
467	R7	1896
467	R7	1897
1898	R169	937
1899	R7	438
466	R2	1900
1901	R170	1902
1903	R24	1652
382	R2	1904
1905	R3	1906
1907	R8	917
1908	R43	141
1378	R117	771
1909	R27	1910
1911	R26	342
939	R8	1912
1913	R171	1914
931	R7	1915
1916	R171	302
1639	R84	1917
1918	R38	1919
1920	R19	1921
1327	R148	1922
6	R8	1923
1924	R22	1925
865	R13	32
637	R87	1926
1927	R48	1928
453	R19	1661
1929	R130	1930
1931	R76	1740
1932	R167	1768
1933	R13	1934
1935	R26	1936
1937	R86	1938
1939	R9	1940
1941	R25	62
804	R6	1942
1943	R21	1944
1945	R14	1946
1947	R11	23
706	R89	1948
1949	R6	1950
1805	R35	324
1171	R27	1951
1661	R47	1952
1953	R101	1954
1536	R3	1955
1956	R68	1957
1958	R8	1095
1959	R26	1960
1961	R19	931
1962	R47	1963
1964	R17	1730
1965	R7	1966
1967	R48	1124
1968	R27	1969
1830	R29	1970
32	R15	134
1971	R13	382
1972	R25	62
222	R145	1973
1408	R19	1974
1975	R76	1976
1977	R172	1978
1979	R117	1321
1124	R87	1980
1981	R8	804
1982	R170	1983
1984	R106	1985
1986	R9	1987
1314	R2	1988
1989	R43	141
1990	R10	1991
1992	R28	1361
1993	R10	579
1974	R10	1994
1995	R38	1996
1997	R43	141
1998	R6	1999
2000	R43	141
2001	R27	2002
2003	R7	2004
2005	R19	1857
966	R17	2006
2007	R8	2008
1177	R89	2009
2010	R173	2011
2012	R174	627
2013	R143	2014
1329	R13	181
1704	R13	2015
2016	R19	2017
2018	R21	2019
2020	R76	2021
2022	R108	2023
2024	R27	2025
2026	R130	1930
1900	R31	466
127	R22	2027
2028	R20	2029
2030	R30	2031
2032	R57	212
2033	R148	2034
961	R58	2035
2036	R47	2037
2038	R82	2039
2040	R25	62
2041	R74	1422
284	R8	2042
2043	R17	2044
2045	R29	2046
1568	R17	818
399	R130	2047
2048	R17	1002
2049	R46	2050
2051	R175	2052
2053	R3	1887
940	R66	1327
2054	R83	2055
2056	R4	9
2057	R48	1124
577	R12	1364
2058	R19	863
2059	R3	2060
281	R21	2061
2062	R6	1815
2063	R17	1730
2064	R2	2065
2066	R97	2067
2068	R58	2069
2070	R103	2071
783	R43	141
2072	R27	2073
2074	R19	1469
985	R9	2075
2076	R127	1234
2077	R76	2078
2079	R176	2080
113	R3	2081
2082	R177	139
2083	R45	2084
299	R171	1059
2085	R75	2086
2087	R178	1321
475	R32	26
2088	R101	2089
2090	R29	2091
2092	R6	2093
2094	R19	1921
1994	R27	2095
2096	R19	2097
2098	R97	893
2099	R10	65
2100	R7	1365
2101	R115	747
1566	R89	2102
2103	R6	2104
9	R130	2105
2106	R109	2107
2108	R4	117
2109	R8	2110
1476	R38	2111
84	R2	2101
2112	R152	2113
2114	R26	1098
2115	R30	2116
2117	R155	2118
2119	R38	2120
2121	R69	2012
2122	R17	2123
1394	R23	209
2124	R31	163
2125	R13	1394
2126	R61	521
2127	R8	2128
879	R71	2129
399	R130	2130
2131	R179	2132
2133	R3	2134
2135	R63	1640
2136	R31	439
1082	R17	1730
2137	R17	60
2138	R58	2139
2140	R109	2141
2142	R34	90
637	R69	2143
625	R19	1389
1062	R7	2144
2145	R3	2146
2147	R8	2148
2149	R7	2150
210	R75	2151
1955	R3	346
631	R47	2152
964	R5	117
2153	R7	2154
2155	R155	2156
2157	R6	2158
802	R24	592
2159	R17	215
524	R38	2160
219	R12	2161
2162	R81	2162
2163	R110	494
2124	R109	2164
2165	R131	382
1931	R76	2166
2167	R7	2168
200	R20	2169
2170	R22	2171
2172	R68	2173
2174	R8	2175
2176	R31	4
2177	R28	1164
1321	R180	1587
2178	R98	2179
2180	R20	2181
2182	R66	2183
2184	R181	2185
2186	R8	2187
2188	R77	2189
2190	R115	747
2191	R182	2192
532	R56	532
598	R47	2193
2194	R12	2195
2196	R12	2197
2198	R121	2199
117	R130	2200
2201	R10	2202
331	R69	2203
399	R130	2204
2003	R7	906
2205	R106	866
2206	R48	32
2207	R1	2208
2209	R4	11
2210	R20	2211
835	R100	160
210	R9	597
2212	R109	2213
2214	R45	2215
2216	R19	536
528	R12	766
2217	R15	1200
2218	R30	2219
2220	R17	2221
2222	R19	240
2003	R47	2223
1014	R37	2224
637	R15	2225
2226	R19	2227
2228	R6	2229
2230	R75	2231
2232	R8	2233
2234	R84	2235
1505	R84	2236
1588	R27	2237
73	R28	382
2238	R15	2239
2240	R183	904
2241	R26	2242
2243	R66	2244
2245	R31	174
2246	R8	2247
2248	R47	386
101	R13	119
1173	R86	482
2249	R17	1730
2250	R2	2251
2252	R50	2253
1945	R13	1022
2254	R22	2255
315	R14	585
2256	R22	2257
407	R43	384
2258	R26	64
2149	R7	1390
2259	R7	2260
2261	R20	2262
2263	R19	776
2264	R106	2265
158	R69	2266
519	R68	2267
1990	R7	2268
2269	R6	2270
2271	R14	2272
2273	R5	9
563	R26	64
2162	R83	2274
2275	R184	2276
2277	R31	2278
2279	R71	2280
2281	R13	2282
2283	R39	592
2284	R27	2285
2286	R118	774
2287	R19	2191
1062	R7	2288
11	R130	2289
124	R92	2290
1618	R68	2291
2292	R47	2293
906	R141	2294
1929	R130	2295
688	R35	611
2296	R185	32
2297	R183	2298
2299	R3	166
1334	R19	483
2300	R47	2301
2302	R19	2303
2304	R85	434
2305	R76	2306
2307	R31	2308
2309	R25	62
2310	R20	1621
2311	R8	2312
140	R8	2313
2314	R6	2315
2316	R8	2317
1454	R75	1278
2318	R13	637
2319	R43	384
905	R106	2320
2321	R157	1928
2322	R158	2323
1227	R31	658
2324	R19	559
2325	R85	434
2326	R13	75
2327	R3	2328
278	R84	12
2329	R47	359
2330	R19	2331
2332	R6	2333
2334	R138	2335
2336	R96	2337
1119	R89	273
2338	R186	2339
2340	R130	2341
2342	R19	2343
1070	R19	2344
931	R7	370
390	R6	1293
2345	R8	2346
2347	R100	160
2348	R187	2349
1937	R11	23
2350	R19	2351
2352	R106	1087
2353	R8	2354
2355	R19	483
186	R45	2356
979	R82	2357
2358	R9	212
236	R63	2359
1278	R9	985
212	R9	735
2360	R66	1457
2361	R17	215
2362	R19	2363
2364	R13	1280
234	R86	1222
2365	R7	180
2366	R41	1245
2173	R101	2367
2368	R19	2369
1629	R123	2016
2370	R188	2371
2372	R129	90
2168	R13	640
2373	R21	2374
2207	R1	314
2375	R66	2376
2377	R30	1121
2378	R26	342
2379	R25	62
2380	R8	2381
2382	R109	2383
2384	R4	117
2385	R9	1834
2386	R146	2386
1208	R66	2387
2388	R15	2389
1943	R21	2390
2391	R6	2392
2393	R13	2394
2395	R65	2396
560	R117	1929
2397	R15	2398
2399	R47	2400
1173	R26	1098
2401	R89	2402
2403	R8	2404
2405	R12	2406
2407	R28	32
2408	R48	32
2409	R13	2410
771	R130	560
2260	R12	2411
2412	R82	1771
1613	R41	138
608	R7	1849
2413	R102	1322
1986	R9	1834
2414	R109	2415
2416	R15	2417
674	R3	1230
2418	R3	2419
2420	R141	2421
1857	R47	2422
2423	R17	2424
2425	R12	2426
2427	R3	1000
2428	R118	774
2429	R20	917
117	R130	2430
2431	R40	2432
1323	R189	2433
2434	R3	1906
2435	R43	141
382	R69	246
1044	R18	2436
2437	R154	2438
785	R13	68
2439	R75	597
2440	R13	1046
2441	R80	344
2442	R190	2443
2444	R43	384
706	R89	2445
2446	R17	243
2447	R191	2448
2449	R17	393
2450	R5	117
112	R47	2451
1917	R19	112
2452	R25	62
961	R135	32
2453	R17	800
2454	R43	141
2455	R82	2456
2457	R13	75
535	R192	2458
10	R4	9
1459	R8	2459
2460	R31	2461
658	R2	2440
2462	R137	2463
2464	R10	2465
2466	R19	2467
1990	R10	2468
2469	R48	308
248	R48	1124
2037	R6	2470
711	R7	2471
1410	R174	1830
2472	R154	2438
2473	R35	2474
2475	R26	1098
2476	R19	1062
2477	R38	2478
715	R43	141
2479	R6	2480
297	R19	2481
1127	R7	2482
2483	R20	2484
2485	R8	1538
1756	R75	2486
2487	R8	394
2488	R8	2489
2490	R106	2491
2492	R8	2493
2494	R38	2495
2496	R8	2497
2498	R60	90
1314	R2	2499
2500	R66	2501
1546	R42	919
2502	R193	32
2001	R103	2502
1299	R194	2503
2504	R6	2505
1144	R42	2506
2507	R65	944
2508	R31	136
2509	R10	2510
1537	R174	2511
387	R31	2512
320	R48	32
284	R6	2513
1364	R32	2514
2045	R29	2515
2187	R6	2516
631	R182	2517
2518	R89	2519
561	R130	1930
2520	R17	243
